name,position,age,Teams,GP,GS,MP,FG PP,FGA PP,FG %,FG3 PP,FG3A PP,FG3 %,FG2 PP,FG2A PP,FG2 %,FT PP,FTA PP,FT %,ORB PP,DRB PP,TRB PP,APP,SPP,BPP,TO PP,Fouls PP,PPP,Off. Ra
Ken Norman,SF,32,Ken Norman,17,0,220,6.8,23.6,.287,1.5,9.6,.158,5.3,14.1,.375,1.0,3.0,.333,2.0,7.8,9.8,3.0,1.8,0.8,4.5,4.3,16.1,69
Moochie Norris,PG,23,Moochie Norris,8,0,89,2.4,13.4,.182,1.2,6.1,.200,1.2,7.3,.167,1.2,3.0,.400,1.8,5.5,7.3,14.0,2.4,0.0,3.0,3.0,7.3,81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ed O'Bannon,SF,24,Ed O'Bannon,64,5,809,6.0,18.1,.333,1.2,4.5,.257,4.9,13.5,.359,2.0,2.3,.886,3.2,6.3,9.6,2.5,1.9,0.8,1.3,6.3,15.2,96
Ed O'Bannon,SF,24,Ed O'Bannon,45,5,634,6.2,17.0,.367,1.4,4.9,.283,4.8,12.0,.401,1.6,1.9,.870,3.4,5.8,9.2,2.3,2.0,0.8,1.1,6.4,15.5,104
Ed O'Bannon,SF,24,Ed O'Bannon,19,0,175,5.2,22.2,.236,0.3,3.1,.100,4.9,19.1,.258,3.4,3.7,.917,2.8,8.3,11.1,3.4,1.5,0.6,1.8,5.9,14.2,75
Jermaine O'Neal,PF,18,Jermaine O'Neal,45,0,458,8.0,17.6,.451,0.0,0.1,.000,8.0,17.5,.454,5.4,9.0,.603,4.5,9.8,14.3,0.9,0.2,3.0,3.1,5.3,21.3,100
Shaquille O'Neal,C,24,Shaquille O'Neal,51,51,1941,15.0,26.9,.557,0.0,0.1,.000,15.0,26.8,.559,6.3,13.0,.484,5.3,12.1,17.4,4.3,1.2,4.0,4.0,4.9,36.3,110
Charles Oakley,PF,33,Charles Oakley,80,80,2873,6.3,12.8,.488,0.1,0.4,.263,6.2,12.5,.495,3.3,4.1,.808,4.5,9.9,14.4,4.1,2.0,0.4,3.2,5.6,15.9,109
Hakeem Olajuwon,C,34,Hakeem Olajuwon,78,78,2852,13.4,26.2,.510,0.1,0.3,.313,13.3,25.9,.512,6.4,8.2,.787,3.2,10.0,13.2,4.3,2.1,3.2,5.2,4.6,33.2,105
Jimmy Oliver,SG,27,Jimmy Oliver,4,0,43,4.9,16.0,.308,1.2,7.4,.167,3.7,8.6,.429,2.5,2.5,1.000,1.2,4.9,6.2,1.2,2.5,0.0,3.7,2.5,13.6,77
Greg Ostertag,C,23,Greg Ostertag,77,70,1818,6.2,12.0,.515,0.0,0.1,.000,6.2,11.8,.520,4.1,6.0,.678,5.3,11.3,16.6,0.8,0.7,4.5,2.2,6.8,16.4,114
Bo Outlaw,PF,25,Bo Outlaw,82,25,2195,6.1,10.0,.609,0.0,0.2,.000,6.1,9.8,.621,2.8,5.6,.504,4.2,6.7,10.9,3.8,2.3,3.4,2.6,5.4,15.0,116
Doug Overton,PG,27,Doug Overton,61,4,634,6.4,15.1,.426,0.8,3.2,.250,5.6,11.9,.473,3.6,3.8,.938,1.4,4.0,5.4,8.0,1.9,0.0,3.1,3.5,17.2,109
Billy Owens,SF,27,Billy Owens,66,56,1995,7.9,16.9,.467,0.7,1.9,.347,7.2,15.0,.482,2.7,3.8,.697,3.5,6.8,10.4,4.9,1.6,0.7,3.5,4.9,19.1,103
Ray Owes,PF,24,Ray Owes,57,1,592,6.6,15.9,.417,0.1,0.4,.200,6.5,15.4,.423,2.3,4.1,.565,5.6,8.7,14.4,1.3,1.3,1.8,2.0,7.6,15.6,99
Robert Pack,PG,27,Robert Pack,54,42,1782,8.0,20.5,.392,0.9,3.3,.277,7.1,17.2,.415,5.8,7.2,.807,0.8,3.5,4.3,13.3,2.8,0.2,6.4,4.1,22.8,98
Robert Pack,PG,27,Robert Pack,34,31,1185,8.5,20.8,.407,1.0,3.2,.297,7.5,17.5,.428,5.9,7.5,.788,0.7,3.1,3.8,14.3,2.6,0.1,6.6,3.6,23.8,101
Robert Pack,PG,27,Robert Pack,20,11,597,7.1,19.8,.361,0.8,3.4,.237,6.3,16.3,.387,5.6,6.6,.849,1.2,4.2,5.4,11.5,3.2,0.3,6.1,5.1,20.7,93
Robert Parish,C,43,Robert Parish,43,3,406,9.2,18.8,.490,0.0,0.0,,9.2,18.8,.490,2.8,4.1,.677,5.5,6.2,11.7,2.9,0.8,2.5,3.7,5.3,21.2,104
Cherokee Parks,PF,24,Cherokee Parks,76,0,961,5.7,11.1,.510,0.0,0.1,.000,5.7,11.1,.512,2.5,4.2,.605,4.6,6.2,10.7,1.9,2.3,2.6,1.8,8.3,13.9,111
Gary Payton,PG,28,Gary Payton,82,82,3213,11.7,24.5,.476,2.0,6.3,.313,9.7,18.2,.533,4.2,5.9,.715,1.8,4.5,6.3,9.6,3.3,0.2,3.6,3.4,29.5,114
Anthony Peeler,SG,27,Anthony Peeler,72,57,2291,9.5,23.9,.398,3.0,8.1,.373,6.5,15.8,.410,2.6,3.2,.820,1.3,4.6,5.9,6.1,2.5,0.4,3.7,4.0,24.7,97
Will Perdue,C,31,Will Perdue,65,34,1918,6.7,11.8,.568,0.0,0.0,,6.7,11.8,.568,2.8,4.9,.579,7.2,11.1,18.3,1.1,0.9,2.9,2.5,5.3,16.2,115
Sam Perkins,C,35,Sam Perkins,81,4,1976,7.8,17.8,.439,3.3,8.3,.395,4.5,9.5,.477,5.0,6.2,.817,2.0,6.1,8.1,2.8,1.9,1.3,2.1,3.6,23.9,119
Elliot Perry,PG,27,Elliot Perry,82,3,1595,7.3,15.4,.474,1.6,4.6,.358,5.6,10.8,.523,2.7,3.6,.745,0.8,3.4,4.2,8.3,3.3,0.1,3.7,3.9,18.9,108
Wesley Person,SG,25,Wesley Person,80,42,2326,9.1,20.0,.453,3.8,9.2,.413,5.3,10.8,.487,2.0,2.5,.798,1.5,5.0,6.5,2.7,1.9,0.4,1.7,2.3,23.9,112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Phills,SG,27,Bobby Phills,69,65,2375,8.0,18.7,.428,2.1,5.3,.394,5.9,13.4,.442,3.0,4.2,.718,1.5,4.4,6.0,5.7,2.8,0.5,3.3,4.2,21.1,103
Eric Piatkowski,SG,26,Eric Piatkowski,65,0,747,9.4,21.0,.450,3.6,8.4,.425,5.8,12.5,.466,4.9,5.9,.821,3.4,3.9,7.4,3.7,2.3,0.7,3.2,6.0,27.3,115
Ricky Pierce,SG,37,Ricky Pierce,60,27,1250,10.2,21.1,.481,1.8,4.0,.442,8.4,17.1,.490,5.9,6.6,.897,1.5,3.6,5.1,3.4,1.2,0.4,2.9,4.1,28.0,113
Ricky Pierce,SG,37,Ricky Pierce,33,10,600,10.4,22.5,.462,1.0,3.4,.308,9.4,19.1,.489,7.2,8.0,.902,1.5,3.1,4.6,2.7,1.2,0.4,3.3,4.2,29.0,108
Ricky Pierce,SG,37,Ricky Pierce,27,17,650,9.9,19.8,.502,2.5,4.7,.536,7.4,15.1,.492,4.7,5.3,.889,1.6,4.1,5.7,4.1,1.2,0.3,2.5,4.0,27.0,119
Ed Pinckney,PF,33,Ed Pinckney,27,0,273,4.6,8.6,.535,0.0,0.0,,4.6,8.6,.535,4.0,5.0,.800,5.0,8.0,13.0,1.2,1.6,1.8,3.8,6.0,13.1,106
Scottie Pippen,SF,31,Scottie Pippen,82,82,3095,11.2,23.5,.474,2.7,7.3,.368,8.5,16.2,.522,3.5,5.0,.701,2.8,6.4,9.2,8.0,2.7,0.8,3.7,3.7,28.5,115
Olden Polynice,C,32,Olden Polynice,82,82,2893,8.1,17.6,.457,0.0,0.1,.000,8.1,17.5,.460,2.6,4.6,.562,5.0,9.1,14.1,3.2,0.8,1.5,3.0,5.4,18.7,100
Terry Porter,PG,33,Terry Porter,82,20,1568,6.3,15.2,.416,2.3,6.8,.335,4.1,8.4,.482,4.3,5.6,.765,1.0,4.9,5.9,10.0,1.8,0.4,4.3,3.5,19.2,106
Vitaly Potapenko,C,21,Vitaly Potapenko,80,3,1238,8.7,19.8,.440,0.0,0.1,.500,8.7,19.7,.439,4.3,5.8,.736,4.9,5.2,10.1,1.9,1.2,1.6,5.1,10.1,21.7,91
Brent Price,PG,28,Brent Price,25,0,390,5.9,14.1,.419,2.3,7.1,.321,3.6,7.0,.519,2.8,2.8,1.000,1.3,2.6,3.9,8.7,2.3,0.0,4.3,4.6,16.9,106
Mark Price,PG,32,Mark Price,70,49,1876,7.3,16.4,.447,3.1,7.9,.396,4.2,8.5,.493,4.3,4.8,.906,1.0,4.0,5.0,9.5,1.9,0.1,4.5,2.8,22.1,114
Theo Ratliff,C,23,Theo Ratliff,76,38,1292,7.9,14.8,.531,0.0,0.0,,7.9,14.8,.531,3.6,5.1,.698,4.8,6.5,11.3,0.6,1.3,4.9,2.5,8.0,19.3,111
Dino Rađa,C,29,Dino Rađa,25,25,874,8.5,19.4,.440,0.0,0.1,.000,8.5,19.4,.441,2.9,4.1,.718,2.5,9.6,12.1,2.8,1.3,2.8,4.0,4.4,20.0,90
Eldridge Recasner,SG,29,Eldridge Recasner,71,4,1207,6.8,16.0,.423,2.7,6.4,.414,4.1,9.6,.429,2.3,2.7,.879,1.6,3.7,5.3,4.3,1.7,0.2,3.0,4.4,18.6,108
Bryant Reeves,C,23,Bryant Reeves,75,75,2777,9.7,20.0,.486,0.0,0.2,.091,9.7,19.8,.490,4.2,6.0,.704,3.4,8.5,11.9,3.1,0.6,1.3,3.4,5.3,23.7,102
Khalid Reeves,PG,24,Khalid Reeves,63,30,1432,6.7,17.2,.391,3.0,8.3,.366,3.7,8.9,.416,2.4,3.2,.747,1.2,3.1,4.4,8.3,1.2,0.3,4.0,5.8,18.9,104
Khalid Reeves,PG,24,Khalid Reeves,50,18,1048,7.0,17.8,.393,3.8,9.5,.396,3.2,8.3,.389,2.8,3.7,.747,1.1,3.3,4.4,8.4,1.1,0.3,4.1,5.9,20.5,107
Khalid Reeves,PG,24,Khalid Reeves,13,12,384,6.0,15.6,.387,1.0,4.9,.200,5.1,10.7,.474,1.3,1.7,.750,1.7,2.7,4.4,7.9,1.5,0.3,3.7,5.6,14.3,93
Don Reid,PF,23,Don Reid,47,14,462,6.6,13.8,.482,0.0,0.1,.000,6.6,13.6,.486,2.9,3.9,.750,4.4,8.0,12.4,1.7,2.0,1.8,2.8,12.9,16.2,104
Shawn Respert,SG,24,Shawn Respert,41,0,495,6.3,14.9,.424,2.1,6.1,.351,4.2,8.8,.476,3.6,4.2,.872,1.5,2.7,4.2,4.3,2.1,0.2,3.2,4.3,18.4,107
Shawn Respert,SG,24,Shawn Respert,14,0,83,3.9,12.3,.316,0.6,5.8,.111,3.2,6.5,.500,4.5,4.5,1.000,1.9,2.6,4.5,5.2,0.0,0.0,5.2,3.2,12.9,85
Shawn Respert,SG,24,Shawn Respert,27,0,412,6.8,15.4,.442,2.4,6.2,.396,4.4,9.3,.472,3.5,4.1,.844,1.4,2.7,4.1,4.1,2.6,0.3,2.8,4.5,19.5,112
Glen Rice,SF,29,Glen Rice,79,78,3362,11.6,24.4,.477,3.3,7.1,.470,8.3,17.3,.480,7.5,8.6,.867,1.1,4.0,5.1,2.6,1.2,0.4,2.9,3.1,34.1,117
Pooh Richardson,PG,30,Pooh Richardson,59,18,1065,6.5,17.0,.381,2.1,6.3,.328,4.4,10.7,.412,1.3,2.1,.605,1.2,3.6,4.8,8.3,2.7,0.2,3.1,4.0,16.3,99
Mitch Richmond,SG,31,Mitch Richmond,81,81,3125,12.1,26.6,.454,3.4,8.0,.428,8.7,18.6,.466,7.7,9.0,.861,1.0,4.4,5.4,5.7,2.0,0.4,4.0,3.6,35.3,115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Rider,SG,25,Isaiah Rider,76,68,2563,9.4,20.2,.464,2.0,5.3,.385,7.4,15.0,.492,4.4,5.4,.812,1.9,4.3,6.3,4.1,0.9,0.4,4.4,4.1,25.2,106
Fred Roberts,PF,36,Fred Roberts,12,0,40,8.1,20.2,.400,0.0,0.0,,8.1,20.2,.400,13.5,18.9,.714,2.7,10.8,13.5,0.0,0.0,1.3,6.7,2.7,29.7,92
Stanley Roberts,C,26,Stanley Roberts,18,2,378,8.8,20.6,.426,0.0,0.0,,8.8,20.6,.426,6.3,8.9,.703,3.3,9.3,12.7,1.3,1.1,3.2,3.2,7.9,23.8,98
Chris Robinson,SG,22,Chris Robinson,41,6,681,5.5,14.5,.379,2.7,7.1,.382,2.8,7.4,.376,1.3,2.1,.615,1.8,3.8,5.7,5.2,2.2,0.7,2.7,6.8,15.0,99
Clifford Robinson,SF,30,Clifford Robinson,81,79,3077,7.6,17.9,.426,2.1,6.0,.346,5.5,11.9,.466,3.7,5.3,.696,1.5,4.0,5.5,4.5,1.7,1.1,3.0,4.3,21.0,106
David Robinson,C,31,David Robinson,6,6,147,13.5,26.9,.500,0.0,0.0,,13.5,26.9,.500,12.7,19.4,.654,7.1,12.0,19.1,3.0,2.2,2.2,3.0,3.4,39.6,117
Glenn Robinson,SF,24,Glenn Robinson,80,79,3114,11.5,24.8,.465,1.1,3.1,.350,10.4,21.7,.482,5.0,6.3,.791,2.2,6.4,8.6,4.3,1.8,1.2,4.6,3.9,29.1,102
James Robinson,PG,26,James Robinson,69,5,1309,7.9,19.5,.407,4.1,10.8,.382,3.8,8.7,.437,3.2,4.6,.684,1.0,3.6,4.5,5.1,1.2,0.3,2.8,5.1,23.1,106
Rumeal Robinson,PG,30,Rumeal Robinson,54,3,508,6.8,17.0,.402,1.9,5.8,.321,5.0,11.2,.444,2.7,3.6,.743,0.6,4.2,4.9,7.5,2.5,0.2,4.4,6.2,18.2,96
Rumeal Robinson,PG,30,Rumeal Robinson,15,3,126,7.1,20.1,.354,2.5,9.6,.261,4.6,10.4,.440,2.1,3.3,.625,0.8,3.3,4.2,5.4,2.1,0.8,4.6,5.0,18.8,86
Rumeal Robinson,PG,30,Rumeal Robinson,12,0,87,9.5,20.1,.471,1.8,5.9,.300,7.7,14.2,.542,0.6,2.4,.250,0.6,3.6,4.1,4.7,0.6,0.0,3.0,4.7,21.3,96
Rumeal Robinson,PG,30,Rumeal Robinson,27,0,295,5.9,14.7,.402,1.6,4.1,.391,4.3,10.6,.407,3.6,4.1,.870,0.5,4.8,5.4,9.3,3.2,0.0,4.8,7.2,17.0,101
Dennis Rodman,PF,35,Dennis Rodman,55,54,1947,3.5,7.8,.448,0.1,0.5,.263,3.4,7.3,.461,1.4,2.4,.568,8.8,15.4,24.2,4.7,0.9,0.5,3.0,4.7,8.5,111
Lou Roe,SF,24,Lou Roe,17,0,107,6.8,23.4,.292,1.5,5.4,.273,5.4,18.1,.297,4.4,9.3,.474,3.4,3.4,6.8,2.9,1.5,0.5,5.4,4.9,19.5,74
Carlos Rogers,PF,25,Carlos Rogers,56,3,1397,8.0,15.3,.525,0.9,2.5,.379,7.1,12.8,.553,3.9,6.4,.600,4.6,7.0,11.5,1.4,1.6,2.6,2.0,5.3,20.9,117
Rodney Rogers,SF,25,Rodney Rogers,81,62,2480,8.6,18.7,.462,1.4,3.8,.361,7.3,14.9,.487,4.0,6.1,.663,2.9,5.8,8.7,4.7,1.9,1.3,4.7,5.8,22.7,100
Roy Rogers,PF,23,Roy Rogers,82,50,1848,7.2,14.2,.505,0.0,0.0,1.000,7.1,14.2,.504,1.6,2.8,.574,4.1,7.3,11.3,1.4,0.6,4.8,2.5,6.3,15.9,100
Sean Rooks,C,27,Sean Rooks,69,3,735,6.2,13.3,.470,0.0,0.1,.000,6.2,13.2,.473,6.5,9.3,.700,4.0,7.7,11.7,3.0,1.2,2.7,3.7,8.8,19.0,106
Jalen Rose,SF,24,Jalen Rose,66,6,1188,7.8,17.1,.456,1.0,3.3,.292,6.9,13.8,.495,5.3,7.1,.750,1.2,4.3,5.5,7.0,2.6,0.8,4.9,6.2,21.9,102
Malik Rose,PF,22,Malik Rose,54,1,525,6.3,13.2,.477,0.0,0.2,.000,6.3,13.0,.484,3.9,6.4,.613,7.2,9.7,16.9,3.3,2.9,1.8,4.2,11.8,16.5,103
Donald Royal,SF,30,Donald Royal,62,4,858,3.8,9.0,.425,0.0,0.1,.000,3.8,8.9,.431,5.8,7.2,.803,3.2,6.3,9.5,1.5,1.4,0.7,2.9,6.2,13.5,106
Donald Royal,SF,30,Donald Royal,1,1,29,7.5,18.7,.400,0.0,0.0,,7.5,18.7,.400,7.5,7.5,1.000,1.9,0.0,1.9,1.9,0.0,0.0,5.6,5.6,22.5,91
Donald Royal,SF,30,Donald Royal,36,1,509,3.8,9.8,.385,0.0,0.2,.000,3.8,9.6,.394,6.4,8.0,.795,3.4,6.4,9.7,1.4,1.1,0.9,2.3,5.6,14.0,109
Donald Royal,SF,30,Donald Royal,25,2,320,3.6,6.8,.525,0.0,0.0,,3.6,6.8,.525,4.7,5.9,.800,3.0,6.8,9.8,1.7,2.0,0.3,3.7,7.1,11.9,104
Clifford Rozier,C,24,Clifford Rozier,42,29,737,5.7,12.5,.454,0.0,0.1,.000,5.7,12.4,.459,2.2,4.4,.508,7.3,9.5,16.8,2.2,1.7,3.2,2.1,7.0,13.6,107
Clifford Rozier,C,24,Clifford Rozier,1,0,5,0.0,10.4,.000,0.0,0.0,,0.0,10.4,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Clifford Rozier,C,24,Clifford Rozier,41,29,732,5.7,12.5,.457,0.0,0.1,.000,5.7,12.4,.462,2.2,4.4,.508,7.4,9.6,16.9,2.2,1.7,3.2,2.1,7.0,13.7,107
Bryon Russell,SF,26,Bryon Russell,81,81,2525,6.3,13.1,.479,2.3,5.6,.409,4.0,7.5,.531,3.6,5.2,.701,1.7,5.3,7.0,2.6,2.7,0.6,2.0,5.0,18.4,116
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arvydas Sabonis,C,32,Arvydas Sabonis,69,68,1762,9.8,19.7,.498,1.5,4.0,.371,8.4,15.8,.530,6.7,8.6,.777,3.4,13.0,16.4,4.4,1.9,2.5,4.5,6.1,27.8,113
Kevin Salvadori,C,26,Kevin Salvadori,23,0,154,4.1,11.3,.364,0.0,0.0,,4.1,11.3,.364,4.5,6.2,.722,2.1,6.5,8.6,3.4,0.7,4.5,4.1,5.8,12.7,86
Jason Sasser,SF,23,Jason Sasser,8,0,69,7.2,18.3,.391,0.8,2.4,.333,6.4,15.9,.400,0.0,0.0,,0.8,5.6,6.4,1.6,2.4,0.0,1.6,8.7,15.1,86
Jason Sasser,SF,23,Jason Sasser,6,0,62,7.1,16.8,.421,0.9,1.8,.500,6.2,15.1,.412,0.0,0.0,,0.0,6.2,6.2,0.9,1.8,0.0,1.8,9.8,15.1,88
Jason Sasser,SF,23,Jason Sasser,2,0,7,7.7,30.8,.250,0.0,7.7,.000,7.7,23.1,.333,0.0,0.0,,7.7,0.0,7.7,7.7,7.7,0.0,0.0,0.0,15.4,81
Danny Schayes,PF,37,Danny Schayes,45,6,540,4.7,12.1,.392,0.0,0.1,.000,4.7,12.0,.395,3.9,5.2,.750,4.1,8.5,12.6,1.4,1.5,1.6,2.7,7.4,13.4,96
Steve Scheffler,C,29,Steve Scheffler,7,0,29,11.0,12.8,.857,0.0,0.0,,11.0,12.8,.857,1.8,3.7,.500,1.8,3.7,5.5,0.0,0.0,0.0,9.2,9.2,23.8,83
Dwayne Schintzius,C,28,Dwayne Schintzius,15,0,116,5.9,16.3,.361,0.5,0.9,.500,5.4,15.4,.353,3.2,3.6,.875,4.1,5.9,10.0,1.8,0.5,4.1,3.2,10.0,15.4,90
Detlef Schrempf,SF,34,Detlef Schrempf,61,60,2192,8.6,17.6,.492,1.4,3.9,.354,7.2,13.7,.531,6.1,7.7,.801,2.1,7.4,9.6,6.4,1.5,0.4,3.6,3.7,24.8,116
Brent Scott,PF,25,Brent Scott,16,0,55,7.8,16.7,.471,0.0,0.0,,7.8,16.7,.471,2.9,5.9,.500,2.9,5.9,8.8,2.9,1.0,1.0,3.9,13.7,18.6,92
Byron Scott,SG,35,Byron Scott,79,8,1440,6.0,13.9,.430,2.7,6.9,.388,3.3,7.0,.471,4.6,5.5,.841,0.8,3.5,4.3,3.6,1.7,0.6,1.9,2.6,19.2,120
Dennis Scott,SF,28,Dennis Scott,66,62,2166,7.5,18.8,.398,3.7,9.4,.394,3.8,9.4,.402,2.0,2.5,.792,1.0,4.1,5.1,3.5,1.9,0.5,2.0,3.5,20.6,107
James Scott,SF,24,James Scott,8,0,32,0.0,13.6,.000,0.0,6.8,.000,0.0,6.8,.000,1.7,3.4,.500,1.7,8.5,10.2,5.1,3.4,0.0,3.4,8.5,1.7,34
Shawnelle Scott,C,24,Shawnelle Scott,16,0,50,9.3,18.5,.500,0.0,0.0,,9.3,18.5,.500,4.6,12.7,.364,9.3,9.3,18.5,0.0,0.0,3.5,0.0,6.9,23.2,113
Malik Sealy,SG,26,Malik Sealy,80,79,2456,8.0,20.2,.396,1.7,4.8,.356,6.3,15.4,.408,5.4,6.2,.876,1.3,3.8,5.1,3.5,2.7,1.0,3.3,4.0,23.1,102
Rony Seikaly,C,31,Rony Seikaly,74,68,2615,9.6,18.8,.507,0.0,0.1,.000,9.6,18.8,.509,7.4,10.4,.714,5.7,8.9,14.6,1.9,1.0,2.2,4.5,5.7,26.5,107
Brian Shaw,PG,30,Brian Shaw,77,31,1867,5.5,15.0,.366,1.8,5.6,.325,3.7,9.4,.391,3.2,4.1,.793,1.4,4.3,5.6,9.3,1.9,0.8,4.9,5.7,16.1,95
Lionel Simmons,SF,28,Lionel Simmons,41,0,521,4.6,13.8,.331,0.7,3.0,.233,3.8,10.7,.358,4.3,4.9,.875,3.0,7.5,10.5,5.8,0.8,1.3,3.4,6.4,14.1,96
Dickey Simpkins,PF,24,Dickey Simpkins,48,0,395,4.2,12.6,.333,0.1,0.5,.250,4.1,12.0,.337,3.8,5.4,.700,4.9,7.6,12.4,4.2,0.7,0.7,4.7,5.9,12.3,87
Reggie Slater,PF,26,Reggie Slater,26,0,406,10.7,19.4,.550,0.0,0.3,.000,10.7,19.2,.558,5.1,9.8,.520,5.2,7.2,12.4,2.7,1.2,0.8,3.8,4.4,26.5,107
Charles Smith,PF,31,Charles Smith,19,7,329,5.7,14.0,.405,0.0,0.2,.000,5.7,13.9,.410,3.3,4.3,.769,3.0,7.9,10.9,2.3,2.2,3.7,3.7,7.4,14.7,90
Joe Smith,PF,21,Joe Smith,80,80,3086,9.9,21.9,.454,0.2,0.8,.261,9.7,21.1,.461,5.2,6.4,.814,4.4,7.1,11.5,2.1,1.3,1.5,3.2,4.1,25.3,105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Smith,PG,31,Kenny Smith,48,3,765,6.9,16.4,.423,4.0,9.3,.437,2.9,7.1,.404,2.7,3.1,.867,0.3,2.7,3.0,8.0,1.3,0.0,4.9,2.1,20.6,104
Kenny Smith,PG,31,Kenny Smith,9,0,64,7.1,17.7,.400,4.4,8.9,.500,2.7,8.9,.300,1.8,1.8,1.000,0.0,4.4,4.4,8.9,0.9,0.0,2.7,1.8,20.4,115
Kenny Smith,PG,31,Kenny Smith,6,0,47,6.9,15.0,.462,3.5,5.8,.600,3.5,9.2,.375,2.3,2.3,1.000,1.2,1.2,2.3,4.6,0.0,0.0,6.9,3.5,19.7,92
Kenny Smith,PG,31,Kenny Smith,33,3,654,6.9,16.4,.422,4.1,9.5,.425,2.9,6.8,.419,2.8,3.3,.854,0.2,2.7,2.9,8.1,1.4,0.0,4.9,2.0,20.7,104
Michael Smith,PF,24,Michael Smith,81,52,2526,4.2,7.8,.539,0.0,0.0,,4.2,7.8,.539,2.7,5.4,.496,5.4,10.7,16.1,4.0,1.7,1.3,2.7,5.2,11.1,109
Steve Smith,SG,27,Steve Smith,72,72,2818,9.6,22.5,.429,2.6,7.6,.335,7.1,14.9,.477,6.5,7.7,.847,1.8,2.9,4.7,6.0,1.2,0.5,3.5,3.4,28.4,114
Stevin Smith,SG,25,Stevin Smith,8,0,60,5.4,16.2,.333,0.9,5.4,.167,4.5,10.8,.417,0.9,0.9,1.000,1.8,7.2,9.0,3.6,0.9,0.0,3.6,8.1,12.6,78
Tony Smith,PG,28,Tony Smith,69,39,1291,5.8,14.1,.409,1.3,4.2,.323,4.5,10.0,.445,1.6,2.5,.644,1.6,2.4,3.9,6.3,2.0,0.8,3.1,4.6,14.5,98
Rik Smits,C,30,Rik Smits,52,52,1518,12.6,26.0,.486,0.1,0.3,.250,12.6,25.8,.488,6.1,7.7,.797,3.7,9.1,12.8,2.4,0.8,2.1,4.5,6.2,31.5,103
Eric Snow,PG,23,Eric Snow,67,0,775,5.1,11.2,.451,0.3,1.0,.267,4.8,10.2,.470,3.2,4.5,.712,1.2,3.6,4.8,10.9,2.5,0.2,3.3,6.4,13.6,111
Elmore Spencer,C,27,Elmore Spencer,1,0,5,0.0,10.6,.000,0.0,0.0,,0.0,10.6,.000,0.0,0.0,,0.0,0.0,0.0,0.0,10.6,0.0,10.6,0.0,0.0,0
Felton Spencer,C,29,Felton Spencer,73,65,1558,4.7,9.5,.489,0.0,0.0,,4.7,9.5,.489,3.2,5.4,.584,5.3,8.7,13.9,0.7,1.1,1.7,3.0,9.2,12.5,101
Felton Spencer,C,29,Felton Spencer,1,1,19,5.7,5.7,1.000,0.0,0.0,,5.7,5.7,1.000,0.0,0.0,,14.3,2.9,17.2,2.9,0.0,0.0,2.9,5.7,11.4,154
Felton Spencer,C,29,Felton Spencer,72,64,1539,4.6,9.6,.486,0.0,0.0,,4.6,9.6,.486,3.2,5.5,.584,5.2,8.8,13.9,0.7,1.2,1.7,3.0,9.3,12.5,101
Latrell Sprewell,SG,26,Latrell Sprewell,80,79,3353,10.1,22.5,.449,2.3,6.5,.354,7.8,16.0,.488,7.7,9.1,.843,0.9,4.8,5.7,7.9,2.1,0.7,5.0,2.4,30.2,111
Jerry Stackhouse,SG,22,Jerry Stackhouse,81,81,3166,8.5,20.8,.407,1.6,5.4,.298,6.9,15.4,.446,8.1,10.6,.766,2.5,2.9,5.4,4.0,1.5,1.0,5.0,3.5,26.7,102
John Starks,SG,31,John Starks,77,1,2042,9.6,22.2,.431,3.9,10.6,.369,5.7,11.7,.488,4.5,5.8,.769,0.9,4.4,5.3,5.6,2.3,0.3,4.1,5.1,27.5,107
Matt Steigenga,SF,26,Matt Steigenga,2,0,12,4.4,17.8,.250,0.0,8.9,.000,4.4,8.9,.500,4.4,8.9,.500,0.0,13.3,13.3,8.9,4.4,4.4,8.9,4.4,13.3,62
Joe Stephens,PF,24,Joe Stephens,2,0,9,5.8,29.1,.200,5.8,17.5,.333,0.0,11.6,.000,0.0,0.0,,11.6,5.8,17.5,0.0,17.5,0.0,17.5,17.5,17.5,52
Larry Stewart,SF,28,Larry Stewart,70,21,982,6.1,13.6,.444,0.5,2.0,.243,5.6,11.6,.479,3.6,5.0,.720,4.1,5.2,9.3,2.8,1.7,1.2,3.4,5.8,16.2,101
Bryant Stith,SG,26,Bryant Stith,52,52,1788,7.3,17.5,.416,2.0,5.3,.385,5.3,12.2,.430,5.9,6.8,.863,2.1,4.2,6.3,3.9,1.7,0.6,2.9,3.5,22.5,110
John Stockton,PG,34,John Stockton,82,82,2896,7.7,14.0,.548,1.4,3.3,.422,6.3,10.7,.587,5.1,6.0,.846,0.8,3.4,4.2,15.8,3.1,0.3,4.6,3.6,21.8,125
Damon Stoudamire,PG,23,Damon Stoudamire,81,81,3311,9.0,22.5,.401,2.8,7.9,.355,6.2,14.6,.426,5.3,6.4,.823,1.4,3.9,5.3,11.3,2.0,0.2,4.6,2.6,26.2,109
