name,position,age,Teams,GP,GS,MP,FG PP,FGA PP,FG %,FG3 PP,FG3A PP,FG3 %,FG2 PP,FG2A PP,FG2 %,FT PP,FTA PP,FT %,ORB PP,DRB PP,TRB PP,APP,SPP,BPP,TO PP,Fouls PP,PPP,Off. Ra
Carmelo Anthony,SF,26,Carmelo Anthony,27,27,977,12.7,27.6,.461,2.7,6.4,.424,10.0,21.1,.472,8.4,9.7,.872,2.1,7.2,9.3,4.2,1.3,0.8,3.3,4.6,36.5,114
Joel Anthony,C,28,Joel Anthony,75,11,1463,1.9,3.6,.535,0.0,0.0,,1.9,3.6,.535,1.7,2.6,.644,3.8,5.8,9.6,0.9,0.4,3.4,1.3,7.0,5.5,120
Gilbert Arenas,PG,29,Gilbert Arenas,70,16,1796,7.8,21.3,.366,2.8,9.5,.297,5.0,11.8,.423,3.5,4.4,.784,0.6,4.8,5.5,7.9,2.1,0.6,5.1,5.4,21.9,93
Gilbert Arenas,PG,29,Gilbert Arenas,21,14,726,9.2,23.3,.394,3.3,10.2,.324,5.8,13.0,.449,3.9,4.7,.836,0.4,4.5,4.9,8.2,2.1,0.8,5.0,5.4,25.6,98
Gilbert Arenas,PG,29,Gilbert Arenas,49,2,1070,6.8,19.9,.344,2.5,8.9,.275,4.4,10.9,.401,3.1,4.2,.744,0.8,5.1,5.9,7.7,2.2,0.4,5.2,5.5,19.3,88
Trevor Ariza,SF,25,Trevor Ariza,75,75,2600,6.3,15.9,.398,1.7,5.6,.303,4.6,10.2,.450,2.9,4.1,.701,1.3,7.2,8.5,3.4,2.5,0.6,2.5,3.7,17.2,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hilton Armstrong,C,26,Hilton Armstrong,53,2,488,3.9,8.0,.487,0.2,0.4,.500,3.7,7.6,.486,1.7,3.5,.485,4.4,9.4,13.8,1.5,1.9,2.2,3.0,8.9,9.7,95
Hilton Armstrong,C,26,Hilton Armstrong,41,2,412,3.8,7.9,.484,0.1,0.4,.333,3.7,7.6,.492,1.7,2.9,.609,4.8,9.3,14.2,1.2,1.9,2.0,3.1,9.3,9.6,96
Hilton Armstrong,C,26,Hilton Armstrong,12,0,76,4.2,8.5,.500,0.7,0.7,1.000,3.5,7.8,.455,1.4,7.1,.200,2.1,9.9,12.0,2.8,2.1,3.5,2.1,6.4,10.6,90
Carlos Arroyo,PG,31,Carlos Arroyo,64,43,1185,5.4,12.2,.440,1.4,3.1,.449,4.0,9.1,.436,1.7,2.1,.830,0.9,3.7,4.6,5.6,0.9,0.0,2.7,3.2,13.8,104
Carlos Arroyo,PG,31,Carlos Arroyo,49,42,995,5.8,12.6,.458,1.5,3.4,.438,4.3,9.2,.466,1.5,1.9,.800,0.7,3.6,4.2,5.3,0.7,0.1,2.3,3.2,14.5,108
Carlos Arroyo,PG,31,Carlos Arroyo,15,1,190,3.1,9.8,.314,0.8,1.4,.600,2.2,8.4,.267,3.1,3.4,.917,2.0,4.5,6.4,7.0,2.0,0.0,4.8,3.1,10.1,86
Darrell Arthur,PF,22,Darrell Arthur,80,9,1609,10.1,20.3,.497,0.0,0.2,.000,10.1,20.1,.502,3.5,4.3,.813,3.7,7.4,11.1,1.7,1.7,2.0,2.9,7.4,23.7,106
Ömer Aşık,C,24,Ömer Aşık,82,0,989,4.2,7.6,.553,0.0,0.0,,4.2,7.6,.553,3.9,7.8,.503,6.0,10.4,16.4,1.7,1.1,3.0,3.4,8.2,12.3,104
D.J. Augustin,PG,23,D.J. Augustin,82,82,2757,7.7,18.6,.416,2.2,6.5,.333,5.6,12.1,.461,5.2,5.8,.906,0.7,3.6,4.4,9.7,1.0,0.1,3.0,3.0,22.9,112
Luke Babbitt,SF,21,Luke Babbitt,24,0,137,6.0,21.9,.273,1.2,6.4,.188,4.8,15.5,.308,1.2,3.6,.333,2.4,9.6,12.0,2.4,0.8,0.8,3.2,6.0,14.3,68
Renaldo Balkman,SF,26,Renaldo Balkman,8,0,62,4.9,10.5,.462,0.8,1.6,.500,4.1,8.9,.455,2.4,3.2,.750,1.6,4.1,5.7,1.6,3.2,1.6,0.8,12.2,13.0,115
Renaldo Balkman,SF,26,Renaldo Balkman,5,0,44,5.7,10.3,.556,0.0,0.0,,5.7,10.3,.556,3.4,4.6,.750,1.1,3.4,4.6,2.3,3.4,2.3,0.0,12.6,14.8,135
Renaldo Balkman,SF,26,Renaldo Balkman,3,0,18,2.8,11.2,.250,2.8,5.6,.500,0.0,5.6,.000,0.0,0.0,,2.8,5.6,8.4,0.0,2.8,0.0,2.8,11.2,8.4,73
Marcus Banks,PG,29,Marcus Banks,3,0,22,0.0,4.7,.000,0.0,0.0,,0.0,4.7,.000,14.1,18.8,.750,0.0,2.3,2.3,7.0,2.3,0.0,4.7,9.4,14.1,99
Leandro Barbosa,SG,28,Leandro Barbosa,58,0,1395,10.9,24.2,.450,2.7,7.9,.338,8.2,16.3,.505,4.0,5.1,.796,0.5,3.1,3.7,4.4,1.9,0.2,3.1,4.2,28.5,105
J.J. Barea,PG,26,J.J. Barea,81,2,1669,9.0,20.4,.439,2.1,6.0,.349,6.9,14.5,.476,4.2,4.9,.847,0.9,4.1,5.0,10.0,0.9,0.0,4.3,4.3,24.2,106
Andrea Bargnani,C,25,Andrea Bargnani,66,66,2353,11.5,25.8,.448,1.7,4.9,.345,9.8,20.9,.472,6.3,7.7,.820,1.6,5.9,7.5,2.6,0.7,1.0,3.3,3.5,31.1,105
Matt Barnes,SF,30,Matt Barnes,53,0,1020,6.8,14.5,.470,1.8,5.5,.318,5.0,8.9,.564,3.1,4.0,.779,3.8,8.0,11.8,3.7,2.0,1.1,3.0,6.6,18.5,112
Earl Barron,C,29,Earl Barron,21,7,305,5.5,16.9,.323,0.0,0.0,,5.5,16.9,.323,2.6,4.1,.625,5.5,7.5,13.0,1.9,1.4,1.0,2.7,7.8,13.5,83
Earl Barron,C,29,Earl Barron,12,6,183,3.3,14.2,.235,0.0,0.0,,3.3,14.2,.235,3.3,5.6,.600,4.4,6.7,11.1,1.1,1.7,1.1,3.1,8.9,10.0,71
Earl Barron,C,29,Earl Barron,7,0,85,10.7,23.3,.459,0.0,0.0,,10.7,23.3,.459,1.3,1.3,1.000,7.5,6.3,13.8,2.5,1.3,1.3,1.3,6.3,22.6,108
Earl Barron,C,29,Earl Barron,2,1,37,4.4,16.2,.273,0.0,0.0,,4.4,16.2,.273,1.5,3.0,.500,5.9,14.8,20.7,4.4,0.0,0.0,4.4,5.9,10.3,73
Brandon Bass,PF,25,Brandon Bass,76,51,1980,8.8,17.1,.515,0.0,0.1,.000,8.8,17.1,.516,5.0,6.2,.815,3.6,7.7,11.3,1.5,0.7,1.4,2.6,4.2,22.7,113
Tony Battie,C,34,Tony Battie,38,0,377,6.2,13.3,.469,0.3,0.4,.667,6.0,12.9,.462,1.1,1.9,.571,2.4,11.4,13.7,1.7,0.7,2.1,1.7,8.2,13.9,99
Shane Battier,SF,32,Shane Battier,82,59,2375,4.9,11.0,.450,2.2,5.8,.382,2.7,5.2,.525,1.4,2.0,.688,1.9,6.1,8.0,4.0,1.5,1.7,1.7,3.4,13.5,115
Shane Battier,SF,32,Shane Battier,59,59,1818,5.2,11.4,.456,2.5,6.3,.391,2.7,5.1,.536,1.4,2.1,.645,1.6,6.3,7.9,4.3,1.5,2.0,1.8,3.6,14.3,116
Shane Battier,SF,32,Shane Battier,23,0,557,4.0,9.5,.426,1.3,3.9,.333,2.7,5.5,.492,1.4,1.6,.882,3.0,5.6,8.6,3.0,1.5,0.9,1.5,2.9,10.8,114
Nicolas Batum,SF,22,Nicolas Batum,80,67,2522,7.9,17.5,.455,2.6,7.4,.345,5.4,10.1,.535,3.0,3.6,.841,2.4,5.5,7.8,2.7,1.5,1.1,1.8,4.2,21.4,116
Jerryd Bayless,PG,22,Jerryd Bayless,71,14,1496,7.6,17.9,.422,1.7,5.1,.336,5.9,12.9,.456,5.8,7.1,.806,0.9,4.8,5.7,9.2,1.3,0.2,4.4,5.2,22.6,105
Jerryd Bayless,PG,22,Jerryd Bayless,11,0,149,6.2,17.8,.347,1.1,5.1,.214,5.1,12.7,.400,4.7,6.2,.765,0.7,4.7,5.4,10.2,0.7,0.4,6.2,5.8,18.2,86
Jerryd Bayless,PG,22,Jerryd Bayless,60,14,1347,7.7,18.0,.429,1.8,5.1,.348,5.9,12.9,.461,5.9,7.3,.810,0.9,4.8,5.8,9.1,1.4,0.2,4.2,5.1,23.1,108
Michael Beasley,SF,22,Michael Beasley,73,73,2361,11.8,26.3,.450,1.3,3.5,.366,10.6,22.8,.463,4.6,6.1,.753,2.5,6.1,8.6,3.3,1.1,1.1,4.1,4.7,29.5,100
Rodrigue Beaubois,PG,22,Rodrigue Beaubois,28,26,496,10.0,23.6,.422,2.7,8.8,.301,7.3,14.8,.493,2.4,3.2,.767,0.7,4.8,5.5,6.8,2.1,0.8,5.0,8.1,25.0,93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Belinelli,SG,24,Marco Belinelli,80,69,1957,8.3,19.1,.437,3.7,9.0,.414,4.6,10.1,.458,2.7,3.5,.784,0.5,3.7,4.2,2.5,1.1,0.2,2.1,4.0,23.1,107
Charlie Bell,SG,31,Charlie Bell,19,0,171,3.6,12.7,.279,1.8,6.2,.286,1.8,6.5,.273,0.6,1.2,.500,1.8,3.6,5.3,3.8,1.8,0.3,1.8,3.8,9.5,85
Raja Bell,SG,34,Raja Bell,68,63,2097,4.8,11.7,.409,1.7,4.9,.352,3.1,6.9,.449,2.3,2.6,.892,0.8,3.6,4.4,3.0,1.4,0.4,1.6,4.2,13.6,107
Mike Bibby,PG,32,Mike Bibby,80,68,2285,5.8,13.5,.431,3.6,8.1,.440,2.2,5.3,.417,0.9,1.5,.629,0.4,4.2,4.6,6.2,1.2,0.2,2.4,4.1,16.1,110
Mike Bibby,PG,32,Mike Bibby,56,56,1674,6.2,14.2,.435,3.6,8.2,.441,2.5,5.9,.427,0.9,1.5,.630,0.5,4.1,4.6,6.5,1.2,0.2,2.2,4.0,16.9,111
Mike Bibby,PG,32,Mike Bibby,2,0,29,1.8,15.9,.111,0.0,7.1,.000,1.8,8.8,.200,0.0,0.0,,0.0,5.3,5.3,14.1,1.8,0.0,1.8,5.3,3.5,60
Mike Bibby,PG,32,Mike Bibby,22,12,582,5.0,11.4,.437,3.6,8.0,.455,1.4,3.4,.395,0.9,1.5,.625,0.2,4.3,4.4,5.0,1.0,0.3,2.9,4.3,14.5,108
Andris Biedriņš,C,24,Andris Biedriņš,59,55,1397,5.1,9.6,.534,0.0,0.0,,5.1,9.6,.534,0.4,1.1,.323,5.3,10.2,15.4,2.2,1.9,1.9,2.1,7.2,10.7,109
Chauncey Billups,PG,34,Chauncey Billups,72,72,2310,7.4,17.3,.427,3.2,7.9,.402,4.2,9.4,.448,8.3,9.1,.916,0.5,3.6,4.1,8.4,1.5,0.3,3.8,3.2,26.3,120
Chauncey Billups,PG,34,Chauncey Billups,51,51,1646,7.2,16.4,.438,3.2,7.3,.441,4.0,9.1,.436,8.1,8.8,.923,0.4,3.4,3.8,8.3,1.6,0.4,3.9,2.9,25.6,120
Chauncey Billups,PG,34,Chauncey Billups,21,21,664,7.9,19.5,.403,3.1,9.5,.328,4.8,10.1,.474,9.0,10.0,.902,1.0,3.9,4.9,8.8,1.4,0.2,3.6,3.9,27.8,118
DeJuan Blair,PF,21,DeJuan Blair,81,65,1734,8.8,17.5,.501,0.0,0.1,.000,8.8,17.4,.503,2.7,4.1,.657,6.4,10.5,16.9,2.3,2.8,1.3,3.4,6.4,20.2,106
Steve Blake,PG,30,Steve Blake,79,0,1581,3.7,10.2,.359,2.4,6.5,.378,1.2,3.8,.327,0.9,1.0,.867,0.6,4.6,5.2,5.7,1.3,0.1,2.4,3.3,10.7,101
Andray Blatche,PF,24,Andray Blatche,64,63,2172,10.0,22.5,.445,0.1,0.4,.222,9.9,22.1,.449,5.2,6.7,.777,4.3,8.1,12.4,3.4,2.3,1.2,4.1,4.3,25.3,100
Eric Bledsoe,PG,21,Eric Bledsoe,81,25,1841,5.8,13.6,.424,0.9,3.3,.276,4.9,10.4,.470,2.8,3.7,.744,1.9,4.4,6.3,8.1,2.6,0.7,5.4,3.7,15.2,93
Keith Bogans,SG,30,Keith Bogans,82,82,1461,4.5,11.2,.404,3.3,8.6,.380,1.2,2.5,.486,0.8,1.2,.656,0.7,4.7,5.4,3.7,1.4,0.3,1.5,4.1,13.1,113
Andrew Bogut,C,26,Andrew Bogut,65,65,2297,8.5,17.3,.495,0.0,0.1,.000,8.5,17.2,.497,2.2,5.1,.442,4.6,12.1,16.8,3.0,1.1,3.9,2.9,5.1,19.3,100
Matt Bonner,PF,30,Matt Bonner,66,1,1432,6.2,13.5,.464,3.8,8.4,.457,2.4,5.1,.475,1.2,1.6,.744,2.2,6.5,8.7,2.2,0.9,0.8,1.0,4.0,17.5,125
Trevor Booker,PF,23,Trevor Booker,65,14,1063,6.7,12.2,.549,0.0,0.0,.000,6.7,12.1,.552,3.3,4.9,.673,4.7,7.4,12.1,1.7,1.4,2.0,1.8,5.5,16.7,118
Carlos Boozer,C,29,Carlos Boozer,59,59,1882,12.2,23.9,.510,0.0,0.0,,12.2,23.9,.510,4.8,6.9,.701,3.7,12.3,15.9,4.1,1.3,0.5,4.2,5.3,29.2,105
Chris Bosh,PF,26,Chris Bosh,77,77,2795,9.9,20.0,.496,0.1,0.5,.240,9.8,19.5,.502,7.3,8.9,.815,2.7,9.4,12.1,2.7,1.1,0.9,2.6,3.2,27.2,115
Earl Boykins,PG,34,Earl Boykins,57,0,862,9.7,21.8,.443,1.7,4.4,.380,8.0,17.4,.459,4.3,5.1,.841,0.9,2.5,3.4,8.7,2.4,0.2,3.2,2.7,25.3,108
Craig Brackins,PF,23,Craig Brackins,3,0,33,6.3,25.4,.250,0.0,7.9,.000,6.3,17.5,.364,0.0,0.0,,3.2,3.2,6.3,1.6,1.6,0.0,0.0,4.8,12.7,66
Avery Bradley,PG,20,Avery Bradley,31,0,162,7.5,22.0,.343,0.0,1.6,.000,7.5,20.3,.371,2.0,3.9,.500,1.3,4.3,5.6,3.9,3.0,0.0,5.2,6.6,17.0,68
Elton Brand,PF,31,Elton Brand,81,81,2809,9.4,18.3,.512,0.0,0.0,.000,9.4,18.3,.512,4.0,5.1,.780,4.4,8.2,12.6,2.2,1.7,2.0,1.9,4.5,22.7,114
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Brewer,SF-SG,24,Corey Brewer,69,24,1510,6.4,16.2,.395,1.0,3.7,.268,5.4,12.5,.434,4.5,6.4,.708,1.9,3.9,5.8,2.9,3.3,0.5,2.9,5.3,18.3,98
Corey Brewer,SF,24,Corey Brewer,56,22,1362,6.1,16.0,.384,0.9,3.6,.263,5.2,12.3,.420,4.4,6.2,.708,1.6,3.9,5.6,2.8,3.3,0.5,2.8,4.9,17.6,96
Corey Brewer,SG,24,Corey Brewer,13,2,148,8.9,18.1,.490,1.4,4.6,.308,7.5,13.5,.553,5.3,7.5,.714,4.3,3.9,8.2,4.3,3.9,0.7,3.6,8.9,24.5,111
Ronnie Brewer,SG,25,Ronnie Brewer,81,1,1781,6.1,12.7,.480,0.2,0.8,.222,5.9,11.9,.498,2.6,4.0,.654,1.6,6.2,7.8,4.2,3.2,0.7,1.6,2.4,15.0,110
Jon Brockman,C,23,Jon Brockman,63,6,677,3.8,7.4,.511,0.0,0.0,,3.8,7.4,.511,3.2,4.7,.678,5.8,8.7,14.5,1.4,1.1,0.2,1.9,9.4,10.7,117
Aaron Brooks,PG,26,Aaron Brooks,59,12,1284,8.7,23.3,.375,2.8,9.4,.297,5.9,13.9,.427,4.9,5.6,.886,0.8,2.3,3.1,9.2,1.3,0.1,3.9,4.6,25.1,102
Aaron Brooks,PG,26,Aaron Brooks,34,7,811,8.4,24.3,.346,3.0,10.6,.284,5.4,13.7,.394,4.9,5.2,.940,0.7,2.5,3.2,8.1,1.3,0.1,3.5,4.3,24.8,99
Aaron Brooks,PG,26,Aaron Brooks,25,5,473,9.2,21.5,.430,2.4,7.2,.328,6.9,14.3,.481,4.9,6.1,.807,1.0,1.9,2.9,11.2,1.4,0.1,4.7,4.9,25.8,107
Derrick Brown,SF,23,Derrick Brown,49,1,576,6.8,12.1,.565,0.5,0.9,.500,6.3,11.1,.570,2.9,5.5,.533,3.8,5.3,9.1,3.0,1.8,0.9,3.2,5.4,17.0,108
Derrick Brown,SF,23,Derrick Brown,41,1,488,6.8,12.4,.549,0.2,0.7,.333,6.6,11.7,.561,2.7,5.2,.532,3.5,5.7,9.2,3.2,1.8,0.9,3.1,5.3,16.6,105
Derrick Brown,SF,23,Derrick Brown,8,0,88,6.8,10.3,.667,1.7,2.3,.750,5.1,8.0,.643,4.0,7.4,.538,5.1,3.4,8.6,2.3,2.3,1.1,4.0,6.3,19.4,120
Kwame Brown,C,28,Kwame Brown,66,50,1714,6.1,11.7,.517,0.0,0.0,,6.1,11.7,.517,4.2,7.2,.589,4.6,9.5,14.1,1.3,0.8,1.2,2.2,5.4,16.4,110
Shannon Brown,SG,25,Shannon Brown,82,0,1568,9.2,21.7,.425,2.5,7.2,.349,6.7,14.5,.462,3.1,3.4,.911,1.2,4.1,5.3,3.2,2.3,0.5,2.5,4.2,24.0,105
Kobe Bryant,SG,32,Kobe Bryant,82,82,2779,14.1,31.2,.451,2.2,6.8,.323,11.9,24.4,.487,9.2,11.1,.828,1.6,6.4,8.0,7.4,1.9,0.2,4.6,3.3,39.6,111
Chase Budinger,SF,22,Chase Budinger,78,22,1738,8.2,19.2,.425,2.6,8.0,.325,5.6,11.2,.497,3.5,4.0,.855,1.5,6.7,8.2,3.7,1.2,0.5,2.0,3.3,22.4,110
Caron Butler,SF,30,Caron Butler,29,29,867,10.3,22.9,.450,1.7,3.9,.431,8.6,19.0,.454,4.1,5.3,.773,1.3,5.8,7.2,2.8,1.7,0.5,3.0,3.6,26.4,100
Rasual Butler,SG,31,Rasual Butler,47,2,770,5.3,15.9,.333,3.1,9.1,.338,2.2,6.8,.327,1.2,1.8,.667,0.7,4.5,5.2,1.8,0.5,1.0,1.6,2.5,14.9,92
Rasual Butler,SG,31,Rasual Butler,41,2,744,5.1,15.7,.323,2.9,9.0,.326,2.2,6.7,.320,1.3,1.9,.667,0.7,4.6,5.3,1.9,0.6,1.0,1.5,2.4,14.3,91
Rasual Butler,SG,31,Rasual Butler,6,0,26,12.3,22.5,.545,8.2,14.3,.571,4.1,8.2,.500,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,4.1,6.1,32.7,110
Andrew Bynum,C,23,Andrew Bynum,54,47,1500,8.4,14.6,.574,0.0,0.0,,8.4,14.6,.574,4.9,7.4,.660,6.0,11.9,17.9,2.6,0.7,3.7,2.6,4.9,21.6,121
Will Bynum,PG,28,Will Bynum,61,5,1125,8.7,19.4,.448,0.8,2.4,.320,7.9,17.0,.466,4.9,5.8,.836,0.7,2.8,3.5,9.3,2.5,0.2,4.0,5.4,23.1,106
José Calderón,PG,29,José Calderón,68,55,2102,6.4,14.7,.440,1.4,3.8,.365,5.0,10.8,.466,2.2,2.5,.854,0.7,4.2,5.0,14.9,2.0,0.2,3.6,3.5,16.5,112
Marcus Camby,C,36,Marcus Camby,59,51,1540,4.1,10.4,.398,0.0,0.0,.000,4.1,10.4,.399,1.5,2.5,.614,6.5,15.0,21.5,4.3,1.4,3.3,2.2,5.0,9.8,105
Derrick Caracter,C,22,Derrick Caracter,41,0,215,7.9,16.2,.485,0.0,0.0,,7.9,16.2,.485,4.2,5.7,.739,4.7,5.9,10.6,1.7,1.0,2.5,4.7,11.6,19.9,98
Brian Cardinal,SF,33,Brian Cardinal,56,4,618,3.7,8.5,.430,3.6,7.4,.483,0.1,1.1,.077,1.4,1.5,.944,0.9,4.2,5.0,3.4,2.0,0.6,1.4,7.0,12.3,126
Rodney Carney,SF,26,Rodney Carney,27,1,336,6.9,16.6,.418,2.6,5.7,.447,4.4,10.9,.403,2.7,4.1,.667,2.0,5.3,7.2,1.7,1.8,0.8,2.4,5.0,19.1,102
Rodney Carney,SF,26,Rodney Carney,25,1,331,6.9,16.4,.421,2.6,5.7,.459,4.3,10.7,.400,2.8,4.1,.667,1.8,5.4,7.2,1.7,1.7,0.8,2.4,5.0,19.1,102
Rodney Carney,SF,26,Rodney Carney,2,0,5,10.4,31.3,.333,0.0,10.4,.000,10.4,20.9,.500,0.0,0.0,,10.4,0.0,10.4,0.0,10.4,0.0,0.0,0.0,20.9,90
DeMarre Carroll,PF,24,DeMarre Carroll,12,0,50,4.2,12.5,.333,0.0,0.0,,4.2,12.5,.333,2.1,2.1,1.000,2.1,6.2,8.3,4.2,1.0,1.0,0.0,5.2,10.4,105
DeMarre Carroll,PF,24,DeMarre Carroll,7,0,39,5.4,12.1,.444,0.0,0.0,,5.4,12.1,.444,2.7,2.7,1.000,2.7,8.0,10.7,2.7,1.3,1.3,0.0,6.7,13.4,124
DeMarre Carroll,PF,24,DeMarre Carroll,5,0,11,0.0,13.9,.000,0.0,0.0,,0.0,13.9,.000,0.0,0.0,,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,40
Matt Carroll,SG,30,Matt Carroll,54,1,582,8.2,18.3,.447,1.6,4.2,.370,6.6,14.1,.471,3.7,4.8,.769,1.1,5.2,6.3,2.1,1.6,0.6,2.1,4.0,21.6,103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Carter,PG,35,Anthony Carter,33,0,463,4.9,11.5,.425,1.3,4.3,.300,3.6,7.2,.500,0.9,0.9,1.000,0.8,4.8,5.5,7.5,2.9,0.7,4.2,5.3,11.9,94
Anthony Carter,PG,35,Anthony Carter,14,0,153,3.3,9.8,.333,1.3,3.9,.333,2.0,5.9,.333,0.7,0.7,1.000,0.0,3.9,3.9,8.5,3.0,0.3,4.6,6.2,8.5,82
Anthony Carter,PG,35,Anthony Carter,19,0,310,5.7,12.3,.461,1.3,4.5,.286,4.4,7.8,.563,1.0,1.0,1.000,1.1,5.2,6.3,7.0,2.9,0.8,4.1,4.9,13.6,99
Vince Carter,SG,34,Vince Carter,73,63,2051,9.8,22.3,.437,2.9,8.0,.361,6.8,14.3,.479,3.2,4.3,.740,1.4,5.5,6.9,3.7,1.7,0.5,2.3,4.8,25.6,106
Vince Carter,SG,34,Vince Carter,22,22,664,9.9,21.1,.470,2.1,6.2,.346,7.8,14.9,.521,4.4,5.9,.747,0.9,6.3,7.1,5.1,1.6,0.2,2.9,5.5,26.4,111
